date_depart,ship,produit,volume
1930-03-25,339,3398,105
1930-03-25,339,2508,2
1930-03-25,339,318,40
1930-03-25,339,3438,3
1930-03-25,339,2823,1
1976-03-04,342,3936,748
1976-03-04,342,427,2298
1976-03-04,342,1590,2789
1976-03-04,342,3437,3382
1976-03-04,342,1338,5046
1976-03-04,342,1335,309
1976-03-04,342,707,265
1976-03-04,342,600,457
1976-03-04,342,4026,52
1976-03-04,342,3680,45
1976-03-04,342,361,19
1976-03-04,342,614,39
1976-03-04,342,2729,2
1976-03-04,342,3109,6
1906-04-20,342,2191,15086
1906-04-20,342,652,166
1906-04-20,342,1233,62
1906-04-20,342,373,126
1906-04-20,342,300,8
1906-04-20,342,3316,5
1906-04-20,342,1630,1
1906-04-20,342,714,2
1906-04-20,342,3132,1
1990-01-21,342,970,6590
1990-01-21,342,3647,6020
1990-01-21,342,375,1259
1990-01-21,342,3941,283
1990-01-21,342,1515,796
1990-01-21,342,981,85
1990-01-21,342,3015,422
1990-01-21,342,4,1
1990-01-21,342,1004,1
1997-07-04,349,3612,14425
1997-07-04,349,2465,544
1997-07-04,349,3659,3298
1997-07-04,349,3341,866
1997-07-04,349,378,3
1997-07-04,349,3114,189
1997-07-04,349,3687,1
1997-07-04,349,3360,4
1980-12-25,349,2833,19055
1980-12-25,349,1046,205
1980-12-25,349,3632,69
1980-12-25,349,1544,1
1905-10-18,349,2132,18323
1905-10-18,349,1900,85
1905-10-18,349,3437,802
1905-10-18,349,2840,111
1905-10-18,349,1248,2
1905-10-18,349,3641,2
1905-10-18,349,122,2
1905-10-18,349,2837,1
1905-10-18,349,4015,1
1905-10-18,349,3917,1
1935-05-03,349,1811,3044
1935-05-03,349,2126,106
1935-05-03,349,2205,14762
1935-05-03,349,3623,47
2001-01-15,349,1404,1671
2001-01-15,349,3270,15641
2001-01-15,349,839,1947
2001-01-15,349,3589,9
2001-01-15,349,3817,13
1998-05-02,349,3690,16644
1998-05-02,349,3352,2133
1998-05-02,349,336,23
1998-05-02,349,1608,296
1998-05-02,349,3634,118
1998-05-02,349,4046,92
1977-11-28,350,3928,8679
1977-11-28,350,1547,606
1977-11-28,350,1607,1042
1977-11-28,350,2476,2222
1977-11-28,350,1655,967
1977-11-28,350,2205,602
1977-11-28,350,3150,754
1977-11-28,350,955,123
1977-11-28,350,2092,344
1977-11-28,350,2185,20
1977-11-28,350,3167,11
1977-11-28,350,1450,28
1977-11-28,350,1377,1
1910-11-07,350,426,10823
1910-11-07,350,100,4125
1910-11-07,350,3371,368
1910-11-07,350,2745,59
1910-11-07,350,1887,21
1910-11-07,350,3900,1
1910-11-07,350,1037,2
1900-12-28,350,3116,13799
1900-12-28,350,1875,1
1900-12-28,350,1943,1062
1900-12-28,350,1864,480
1900-12-28,350,2118,31
1900-12-28,350,1938,22
1900-12-28,350,1255,2
1900-12-28,350,3909,2
1901-01-08,350,1542,16
1901-01-08,350,3147,5269
1901-01-08,350,1249,4256
1901-01-08,350,4049,2323
1901-01-08,350,3109,594
1901-01-08,350,644,1656
1901-01-08,350,1554,930
1901-01-08,350,2795,57
1901-01-08,350,1838,141
1901-01-08,350,3906,87
1901-01-08,350,3419,9
1901-01-08,350,3423,31
1901-01-08,350,3621,7
1901-01-08,350,2484,23
1907-03-27,351,1529,73
1907-03-27,351,951,4589
1907-03-27,351,1266,6355
1907-03-27,351,2805,1056
1907-03-27,351,2504,378
1907-03-27,351,1896,588
1907-03-27,351,630,1127
1907-03-27,351,326,1054
1907-03-27,351,687,2569
1907-03-27,351,1802,763
1907-03-27,351,2540,30
1907-03-27,351,3671,40
1907-03-27,351,2813,5
1907-03-27,351,68,14
1907-03-27,351,712,4
1907-03-27,351,2139,6
1907-03-27,351,2747,2
1907-03-27,351,3739,2
1907-03-27,351,4010,1
1907-03-27,351,1334,1
1918-07-08,351,2207,16987
1918-07-08,351,90,1487
1918-07-08,351,3698,82
1918-07-08,351,3427,63
1918-07-08,351,2711,33
1918-07-08,351,1218,3
1918-07-08,351,2518,1
1918-07-08,351,3966,1
1992-06-12,351,3737,2568
1992-06-12,351,1547,2107
1992-06-12,351,1250,968
1992-06-12,351,692,127
1992-06-12,351,2549,9033
1992-06-12,351,1635,380
1992-06-12,351,3680,2038
1992-06-12,351,1291,560
1992-06-12,351,907,400
1992-06-12,351,1884,394
1992-06-12,351,3130,65
1992-06-12,351,2520,1
1992-06-12,351,616,11
1992-06-12,351,67,2
1992-06-12,351,2208,3
1907-09-01,351,2424,15794
1907-09-01,351,3344,2713
1907-09-01,351,3094,31
1907-09-01,351,3351,82
1907-09-01,351,30,33
1907-09-01,351,2774,4
1906-02-18,351,3357,859
1906-02-18,351,3937,8711
1906-02-18,351,1618,8902
1906-02-18,351,746,35
1906-02-18,351,1528,22
1906-02-18,351,917,28
1906-02-18,351,1538,5
1906-02-18,351,1254,10
1906-02-18,351,50,52
1906-02-18,351,2728,3
1906-02-18,351,379,18
1906-02-18,351,2523,8
1906-02-18,351,3399,4
1903-09-28,352,2142,9266
1903-09-28,352,2123,2495
1903-09-28,352,3305,418
1903-09-28,352,692,1952
1903-09-28,352,1839,26
1903-09-28,352,31,287
1903-09-28,352,1519,41
1903-09-28,352,3980,1
1903-09-28,352,1302,20
1903-09-28,352,699,1
1903-09-28,352,3689,1
2004-11-19,358,2541,24
2004-11-19,358,769,1
2004-11-19,358,607,3
1917-06-26,361,3690,11671
1917-06-26,361,3335,1173
1917-06-26,361,2519,2686
1917-06-26,361,1862,1379
1917-06-26,361,0,29
1917-06-26,361,2173,12
1948-08-13,361,760,478
1948-08-13,361,368,2216
1948-08-13,361,1018,9914
1948-08-13,361,2665,1726
1948-08-13,361,2528,1818
1948-08-13,361,2677,536
1948-08-13,361,1246,34
1948-08-13,361,1349,52
1948-08-13,361,2321,102
1948-08-13,361,3424,65
1948-08-13,361,933,8
1948-08-13,361,779,1
1966-05-26,361,344,1839
1966-05-26,361,1047,4375
1966-05-26,361,446,4550
1966-05-26,361,4018,5846
1966-05-26,361,1322,172
1966-05-26,361,3097,35
1966-05-26,361,2701,80
1966-05-26,361,3360,41
1966-05-26,361,129,3
1966-05-26,361,1887,1
1966-05-26,361,4006,7
1966-05-26,361,645,1
2011-12-06,362,3607,201
2011-12-06,362,1642,305
2011-12-06,362,1539,189
2011-12-06,362,1576,13
2011-12-06,362,1281,11
2011-12-06,362,2128,1
2011-12-06,362,2769,18
2011-12-06,362,3311,1
2011-12-06,362,934,7
1969-04-14,363,2703,8296
1969-04-14,363,3088,1865
1969-04-14,363,2246,2771
1969-04-14,363,3,1234
1969-04-14,363,3958,762
1969-04-14,363,3021,36
1969-04-14,363,718,44
1969-04-14,363,2242,7
1922-07-08,363,3489,12950
1922-07-08,363,1617,206
1922-07-08,363,3726,1804
1922-07-08,363,3958,39
1922-07-08,363,3186,9
1922-07-08,363,1870,3
1909-06-16,363,2484,1517
1909-06-16,363,1519,4342
1909-06-16,363,344,6920
1909-06-16,363,384,973
1909-06-16,363,3367,169
1909-06-16,363,2171,524
1909-06-16,363,3716,476
1909-06-16,363,2525,20
1909-06-16,363,3442,50
1909-06-16,363,3357,18
1909-06-16,363,3657,4
1909-06-16,363,3635,1
1909-06-16,363,3332,1
1957-04-01,364,1518,47
1957-04-01,364,3639,16
1957-04-01,364,3051,18
1932-05-15,366,4008,836
1932-05-15,366,979,4881
1932-05-15,366,728,497
1932-05-15,366,3445,49
1932-05-15,366,1800,13
1932-05-15,366,3736,3
1932-05-15,366,3703,6
1911-01-23,368,955,85
1911-01-23,368,1614,3
1911-01-23,368,355,8
1911-01-23,368,2737,26
1911-01-23,368,1930,2
1911-01-23,368,128,1
1911-01-23,368,1503,1
1911-01-23,368,3697,5
1911-01-23,368,352,1
1994-06-13,368,3989,36
1994-06-13,368,3122,35
1994-06-13,368,75,17
1994-06-13,368,3016,8
1994-06-13,368,3646,23
1994-06-13,368,313,9
1994-06-13,368,3346,2
1994-06-13,368,1569,2
1931-10-23,374,1297,4127
1931-10-23,374,339,4217
1931-10-23,374,747,4886
1931-10-23,374,306,40
1931-10-23,374,3043,11
1931-10-23,374,1621,1044
1931-10-23,374,955,117
1931-10-23,374,3320,608
1931-10-23,374,2413,247
1931-10-23,374,2494,34
1979-09-13,374,3903,11898
1979-09-13,374,3116,2453
1979-09-13,374,3706,943
1979-09-13,374,3383,23
1979-09-13,374,640,14
1979-09-13,374,1804,2
1979-09-13,374,1330,2
1979-09-13,374,3664,1
1997-12-17,376,4004,7205
1997-12-17,376,2843,7524
1997-12-17,376,2844,467
1997-12-17,376,427,3602
1997-12-17,376,2129,298
1997-12-17,376,646,18
1997-12-17,376,3080,30
1997-12-17,376,1563,20
1997-12-17,376,645,10
1997-12-17,376,1320,11
1997-12-17,376,2482,1
1910-08-19,376,2848,16751
1910-08-19,376,3728,663
1910-08-19,376,3977,898
1910-08-19,376,678,754
1910-08-19,376,3031,92
1910-08-19,376,682,2
1910-08-19,376,3747,18
1910-08-19,376,1862,5
1910-08-19,376,1273,1
1910-08-19,376,111,1
1910-08-19,376,2834,1
1967-05-18,376,128,5657
1967-05-18,376,1625,12255
1967-05-18,376,1268,715
1967-05-18,376,1896,277
1967-05-18,376,1515,69
1967-05-18,376,339,72
1967-05-18,376,2453,30
1967-05-18,376,2164,45
1967-05-18,376,388,46
1967-05-18,376,2841,11
1967-05-18,376,2404,5
1967-05-18,376,1886,1
1967-05-18,376,602,1
1967-05-18,376,2724,1
1967-05-18,376,1546,1
1917-06-02,376,433,3550
1917-06-02,376,1885,14177
1917-06-02,376,3976,292
1917-06-02,376,902,1023
1917-06-02,376,3915,46
1917-06-02,376,2166,55
1917-06-02,376,371,41
1917-06-02,376,686,2
1941-03-17,377,2980,26
1941-03-17,377,1012,1
2007-11-17,378,688,6514
2007-11-17,378,1559,484
2007-11-17,378,605,832
2007-11-17,378,928,2597
2007-11-17,378,3303,19
1981-07-20,378,3703,3873
1981-07-20,378,1838,1069
1981-07-20,378,663,2104
1981-07-20,378,1803,1071
1981-07-20,378,3913,2359
1981-07-20,378,4038,2
1981-07-20,378,600,1
1981-07-20,378,124,1
1981-07-20,378,3642,1
1981-07-20,378,1520,3
1981-07-20,378,1555,3
1981-07-20,378,903,1
1945-07-20,378,1553,8710
1945-07-20,378,2831,612
1945-07-20,378,1596,551
1945-07-20,378,1507,494
1945-07-20,378,321,48
1945-07-20,378,3091,66
1945-07-20,378,445,2
1945-07-20,378,2529,1
1945-07-20,378,1813,1
1945-07-20,378,3908,1
1945-07-20,378,1511,1
1945-07-20,378,1048,1
1972-10-26,378,970,1367
1972-10-26,378,4008,4803
1972-10-26,378,3660,1561
1972-10-26,378,607,1415
1972-10-26,378,318,816
1972-10-26,378,2100,52
1972-10-26,378,4003,215
1972-10-26,378,612,216
1972-10-26,378,3622,14
1972-10-26,378,3435,19
1972-10-26,378,3998,4
1972-10-26,378,603,5
1972-10-26,378,942,1
1917-10-20,378,2448,7681
1917-10-20,378,2523,315
1917-10-20,378,1852,859
1917-10-20,378,3018,1516
1917-10-20,378,1541,77
1917-10-20,378,2242,27
1917-10-20,378,100,9
1917-10-20,378,28,4
2017-12-26,379,3618,429
2017-12-26,379,2160,75
2017-12-26,379,2203,23
1972-02-08,379,3854,515
1972-02-08,379,3845,11
1972-02-08,379,1980,1
1972-02-08,379,3957,1
1908-10-09,380,2027,7869
1908-10-09,380,3345,7442
1908-10-09,380,2566,451
1908-10-09,380,172,477
1908-10-09,380,1322,153
1908-10-09,380,1132,103
1908-10-09,380,872,3
1908-10-09,380,906,1
1916-02-06,380,6,2405
1916-02-06,380,1015,10173
1916-02-06,380,4037,3084
1916-02-06,380,3402,621
1916-02-06,380,145,53
1916-02-06,380,3044,131
1916-02-06,380,103,3
1916-02-06,380,2847,22
1916-02-06,380,1031,2
1916-02-06,380,736,2
1916-02-06,380,2822,2
1916-02-06,380,13,1
1920-10-02,380,3818,9994
1920-10-02,380,2464,3807
1920-10-02,380,1097,1802
1920-10-02,380,3061,448
1920-10-02,380,3393,372
1920-10-02,380,81,55
1920-10-02,380,27,9
1920-10-02,380,1900,6
1920-10-02,380,1796,4
1920-10-02,380,3431,1
1920-10-02,380,1177,1
1980-03-21,380,3381,2857
1980-03-21,380,1647,8340
1980-03-21,380,61,1558
1980-03-21,380,1025,366
1980-03-21,380,3424,3378
1903-09-02,383,1255,9
1903-09-02,383,1585,5
1903-09-02,383,3098,2
1903-09-02,383,1325,2
1903-09-02,383,307,1
1933-01-05,384,2566,9001
1933-01-05,384,3883,1842
1933-01-05,384,3044,1062
1933-01-05,384,2798,862
1933-01-05,384,180,384
1933-01-05,384,3222,3
1933-01-05,384,2245,2
1933-01-05,384,2559,6
1978-09-02,384,1534,6041
1978-09-02,384,2725,4629
1978-09-02,384,2412,376
1978-09-02,384,633,521
1978-09-02,384,2455,583
1978-09-02,384,2744,131
1978-09-02,384,3661,283
1978-09-02,384,374,207
1978-09-02,384,902,213
1978-09-02,384,2486,135
1978-09-02,384,1547,7
1978-09-02,384,3145,1
1978-09-02,384,4029,16
1978-09-02,384,2545,18
1978-09-02,384,428,1
2002-03-04,386,1924,7688
2002-03-04,386,3002,5360
2002-03-04,386,3422,6138
2002-03-04,386,1945,40
2002-03-04,386,931,22
2002-03-04,386,3968,5
2002-03-04,386,683,4
1902-02-06,387,2725,10269
1902-02-06,387,2821,6344
1902-02-06,387,3376,491
1902-02-06,387,4043,223
1902-02-06,387,1871,18
1902-02-06,387,1333,56
1902-02-06,387,2709,9
1902-02-06,387,1848,4
1902-02-06,387,3435,2
1902-02-06,387,1563,1
1925-05-04,388,806,9947
1925-05-04,388,2956,8887
1925-05-04,388,204,115
1925-05-04,388,1941,75
1925-05-04,388,3026,9
1925-05-04,388,1515,52
1925-05-04,388,2333,16
1925-05-04,388,9,15
1925-05-04,388,1073,5
1925-05-04,388,3179,2
1925-05-04,388,671,1
1988-06-10,388,77,8480
1988-06-10,388,1277,9893
1988-06-10,388,2833,288
1988-06-10,388,7,398
1988-06-10,388,3420,61
1988-06-10,388,1863,2
1988-06-10,388,3026,1
1988-06-10,388,4019,1
1996-05-14,388,2408,15037
1996-05-14,388,746,1969
1996-05-14,388,1521,1272
1996-05-14,388,3969,118
1996-05-14,388,1559,655
1996-05-14,388,2780,10
1996-05-14,388,1642,55
1996-05-14,388,4041,7
1996-05-14,388,3320,1
1923-08-05,388,2160,5729
1923-08-05,388,995,8649
1923-08-05,388,609,1072
1923-08-05,388,3071,1743
1923-08-05,388,1560,621
1923-08-05,388,3720,1112
1923-08-05,388,3605,60
1923-08-05,388,1323,37
1923-08-05,388,3744,60
1923-08-05,388,1336,33
1923-08-05,388,1217,1
1923-08-05,388,713,4
1923-08-05,388,3433,1
1923-08-05,388,2479,2
1945-08-12,388,933,8948
1945-08-12,388,3905,579
1945-08-12,388,2280,8577
1945-08-12,388,114,306
1945-08-12,388,2290,371
1945-08-12,388,2947,44
1945-08-12,388,3987,227
1945-08-12,388,3898,3
1945-08-12,388,2273,61
1945-08-12,388,475,8
1921-07-23,388,3685,17318
1921-07-23,388,2940,1389
1921-07-23,388,600,325
1921-07-23,388,1397,73
1921-07-23,388,2472,3
1921-07-23,388,1378,1
1921-07-23,388,381,10
1921-07-23,388,3834,5
2017-02-17,392,3042,1735
2017-02-17,392,3009,15510
2017-02-17,392,4,1297
2017-02-17,392,2933,65
2017-02-17,392,1571,2
2017-02-17,392,2411,67
2017-02-17,392,1719,9
2017-02-17,392,1187,5
2017-02-17,392,331,6
2017-02-17,392,373,1
2017-02-17,392,2865,1
1974-11-09,392,3008,7424
1974-11-09,392,2524,7225
1974-11-09,392,3679,1392
1974-11-09,392,2819,697
1974-11-09,392,2462,774
1974-11-09,392,14,1106
1974-11-09,392,3304,79
1974-11-09,392,3900,1
1962-05-24,392,364,12109
1962-05-24,392,1811,3262
1962-05-24,392,2187,2396
1962-05-24,392,2402,307
1962-05-24,392,930,361
1962-05-24,392,1208,173
1962-05-24,392,2115,10
1962-05-24,392,1276,63
1962-05-24,392,315,10
1962-05-24,392,2544,2
1962-05-24,392,1885,4
1962-05-24,392,3305,1
1972-01-08,393,1000,565
1972-01-08,393,3449,216
1972-01-08,393,314,92
1972-01-08,393,631,242
1972-01-08,393,2187,117
1972-01-08,393,3608,7
1944-10-01,393,415,204
1944-10-01,393,2449,379
1944-10-01,393,719,492
1944-10-01,393,916,97
1944-10-01,393,3440,11
1944-10-01,393,3740,3
1944-10-01,393,965,15
1944-10-01,393,2119,20
1944-10-01,393,1860,4
1944-10-01,393,3316,13
1944-10-01,393,63,1
1949-07-27,393,4021,898
1949-07-27,393,996,191
1949-07-27,393,3602,31
1949-07-27,393,1327,62
1949-07-27,393,2793,49
1949-07-27,393,3005,4
1949-07-27,393,1039,4
2011-11-17,393,999,426
2011-11-17,393,654,659
2011-11-17,393,3962,30
2011-11-17,393,2223,106
2011-11-17,393,1572,4
2011-11-17,393,2706,14
1924-08-19,394,3332,14546
1924-08-19,394,3304,2078
1924-08-19,394,2472,459
1924-08-19,394,312,168
1924-08-19,394,3933,265
1924-08-19,394,2780,36
1924-08-19,394,2451,39
1924-08-19,394,1837,1
1924-08-19,394,3329,1
1923-02-26,400,3486,7
1923-02-26,400,177,7
1923-02-26,400,2223,13
1923-02-26,400,816,2
1923-02-26,400,2219,2
1995-04-21,400,313,27
1995-04-21,400,3315,4
1925-08-10,401,744,11630
1925-08-10,401,1523,3658
1925-08-10,401,1047,1643
1925-08-10,401,3317,438
1990-05-25,404,2028,1
1990-05-25,404,3556,26
1990-05-25,404,4154,2
1990-05-25,404,519,1
1990-05-25,404,4,2
2005-05-05,404,3045,25
2005-05-05,404,1934,1
2005-05-05,404,386,1
2005-05-05,404,658,1
2005-05-05,404,3643,3
2005-05-05,404,2745,1
1992-07-13,405,301,1
1992-07-13,405,3084,2
1989-06-08,411,1925,6354
1989-06-08,411,29,7421
1989-06-08,411,976,836
1989-06-08,411,3370,398
1989-06-08,411,1565,2078
1989-06-08,411,722,1486
1989-06-08,411,2812,29
1989-06-08,411,2813,4
1989-06-08,411,2132,7
1989-06-08,411,1891,1
1989-06-08,411,2506,1
1933-10-08,413,2547,16
1933-10-08,413,2042,20
1933-10-08,413,2511,27
1933-10-08,413,3549,1
1933-10-08,413,2873,1
1951-10-03,414,995,6554
1951-10-03,414,388,3447
1951-10-03,414,1225,1200
1951-10-03,414,2732,5639
1951-10-03,414,1220,973
1951-10-03,414,3077,27
1951-10-03,414,2101,104
1951-10-03,414,1613,27
1951-10-03,414,1575,51
1951-10-03,414,3686,17
1941-07-28,414,985,3702
1941-07-28,414,2994,13053
1941-07-28,414,4084,231
1941-07-28,414,1808,982
1941-07-28,414,2724,59
1941-07-28,414,2845,6
1941-07-28,414,2506,6
2004-02-07,414,3328,3377
2004-02-07,414,3440,10976
2004-02-07,414,3442,1689
2004-02-07,414,3071,780
2004-02-07,414,1819,988
2004-02-07,414,3000,152
2004-02-07,414,3914,40
2004-02-07,414,2469,10
2004-02-07,414,1294,9
2004-02-07,414,1918,2
2004-02-07,414,661,11
2004-02-07,414,1905,2
2004-02-07,414,649,1
2004-02-07,414,320,1
2004-02-07,414,31,1
1967-08-27,415,2547,3779
1967-08-27,415,3600,5794
1967-08-27,415,1601,26
1967-08-27,415,2130,275
1967-08-27,415,3361,1725
1967-08-27,415,2243,349
1967-08-27,415,2511,295
1967-08-27,415,693,7
1967-08-27,415,981,10
1967-08-27,415,36,1
1965-03-24,419,1918,1984
1965-03-24,419,749,12487
1965-03-24,419,3951,2332
1965-03-24,419,2170,1804
1965-03-24,419,3953,947
1965-03-24,419,3011,76
1965-03-24,419,3711,36
1965-03-24,419,2109,79
1965-03-24,419,1937,38
1965-03-24,419,699,13
1965-03-24,419,620,6
1965-03-24,419,365,6
1965-03-24,419,418,9
1965-03-24,419,4025,2
1965-03-24,419,4034,2
1965-03-24,419,4,3
1965-03-24,419,3945,1
1965-03-24,419,2415,1
1942-08-26,419,3945,13287
1942-08-26,419,2208,1145
1942-08-26,419,984,1821
1942-08-26,419,2801,1788
1942-08-26,419,2714,352
1942-08-26,419,1567,606
1942-08-26,419,1596,489
1942-08-26,419,2188,1
1942-08-26,419,2541,335
1942-08-26,419,2505,2
2011-08-18,419,851,19040
2011-08-18,419,2787,631
2011-08-18,419,1945,14
2011-08-18,419,1410,94
2011-08-18,419,1836,29
2011-08-18,419,1373,8
2011-08-18,419,1195,3
2011-08-18,419,911,4
2011-08-18,419,1570,2
2011-08-18,419,2179,1
2012-04-11,420,676,3388
2012-04-11,420,1848,9571
2012-04-11,420,2789,41
2012-04-11,420,1855,3207
2012-04-11,420,3667,117
2012-04-11,420,3033,59
2012-04-11,420,371,1
2012-04-11,420,1514,96
2012-04-11,420,4023,21
2012-04-11,420,922,7
2012-04-11,420,2147,1
1995-05-03,423,143,629
1995-05-03,423,1644,13
1995-05-03,423,1506,21
1995-05-03,423,2707,12
1995-05-03,423,3100,1
1998-01-04,431,1834,8261
1998-01-04,431,365,3461
1998-01-04,431,966,53
1998-01-04,431,357,120
1998-01-04,431,971,16
1998-01-04,431,1551,9
1998-01-04,431,2222,5
1998-01-04,431,3401,19
1998-01-04,431,2769,1
1901-06-17,431,2129,6900
1901-06-17,431,3044,1036
1986-02-04,431,2476,3386
1986-02-04,431,2231,2565
1986-02-04,431,3908,4760
1986-02-04,431,242,270
1986-02-04,431,2939,834
1986-02-04,431,2524,9
1986-02-04,431,1686,66
1986-02-04,431,2675,18
1986-02-04,431,4145,13
2006-07-19,431,2311,9865
2006-07-19,431,2090,796
2006-07-19,431,599,685
2006-07-19,431,121,12
2006-07-19,431,775,299
2006-07-19,431,3939,248
2006-07-19,431,2489,33
2006-07-19,431,2088,5
2006-07-19,431,1774,2
1950-12-25,432,3742,735
1950-12-25,432,3045,123
1950-12-25,432,3728,8
1950-12-25,432,1023,20
1950-12-25,432,406,15
1950-12-25,432,907,13
1950-12-25,432,3972,58
1950-12-25,432,326,44
1950-12-25,432,3603,13
1950-12-25,432,3430,8
1950-12-25,432,3147,2
1950-12-25,432,394,4
1950-12-25,432,1274,1
1955-01-21,432,647,337
1955-01-21,432,2147,425
1955-01-21,432,55,146
1955-01-21,432,2524,27
1955-01-21,432,951,37
1955-01-21,432,345,30
1955-01-21,432,1015,7
1955-01-21,432,2730,6
1955-01-21,432,344,29
2021-05-25,433,593,30
2021-05-25,433,1065,4
2021-05-25,433,2429,3
2021-05-25,433,3528,1
1957-09-07,433,2229,7
1957-09-07,433,358,15
1957-09-07,433,3416,13
1957-09-07,433,373,2
1957-09-07,433,949,1
1977-12-12,434,3625,623
1977-12-12,434,1295,38
1977-12-12,434,628,5
1977-12-12,434,625,19
1977-12-12,434,2119,7
1977-12-12,434,17,1
1977-12-12,434,2172,1
1916-05-28,437,3131,3
1974-09-10,439,3671,2464
1974-09-10,439,1934,6982
1974-09-10,439,689,44
1974-09-10,439,2501,76
1974-09-10,439,1013,15
1974-09-10,439,1259,7
1974-09-10,439,3621,2
1974-09-10,439,3322,3
1974-09-10,439,1825,5
1974-09-10,439,1323,2
1974-09-10,439,95,1
1974-09-10,439,346,1
1963-10-23,439,1303,4567
1963-10-23,439,3413,2283
1963-10-23,439,2210,2472
1963-10-23,439,3950,217
1963-10-23,439,733,8
1963-10-23,439,2916,36
1963-10-23,439,1939,12
1963-10-23,439,1508,3
1963-10-23,439,2299,1
1963-10-23,439,464,3
1960-12-03,440,43,15142
1960-12-03,440,2161,1403
1960-12-03,440,3980,427
1960-12-03,440,709,350
1960-12-03,440,600,402
1960-12-03,440,1572,173
1960-12-03,440,1282,18
1960-12-03,440,1631,34
1960-12-03,440,2826,1
1960-12-03,440,1001,1
1960-12-03,440,2200,1
1960-07-14,440,1208,12281
1960-07-14,440,3962,4361
1960-07-14,440,902,1276
1960-07-14,440,1937,31
1960-07-14,440,1286,2
1960-07-14,440,3619,1
1955-07-10,440,3658,13440
1955-07-10,440,2219,2817
1955-07-10,440,647,48
1955-07-10,440,19,1137
1955-07-10,440,325,355
1955-07-10,440,2187,91
1955-07-10,440,3109,52
1955-07-10,440,2200,11
1959-09-04,440,2180,5239
1959-09-04,440,3659,7426
1959-09-04,440,731,3173
1959-09-04,440,1875,356
1959-09-04,440,1001,933
1959-09-04,440,1230,721
1959-09-04,440,1297,66
1959-09-04,440,3726,4
1959-09-04,440,3737,11
1959-09-04,440,23,18
1959-09-04,440,920,4
1959-09-04,440,3141,1
1955-04-26,441,2402,73
1955-04-26,441,3572,5
1955-04-26,441,3038,9
1955-04-26,441,892,5
1977-11-24,444,3727,17861
1977-11-24,444,3404,1441
1977-11-24,444,2487,146
1977-11-24,444,3309,45
1977-11-24,444,82,4
1977-11-24,444,619,1
1977-11-24,444,322,1
1977-11-24,444,2214,2
1949-08-22,445,1216,15799
1949-08-22,445,733,2200
1949-08-22,445,954,293
1949-08-22,445,1865,72
1949-08-22,445,732,8
1949-08-22,445,665,13
1949-08-22,445,4049,3
1949-08-22,445,2812,1
2003-10-25,445,2423,180
2003-10-25,445,2507,12292
2003-10-25,445,3360,1566
2003-10-25,445,3975,1066
2003-10-25,445,2478,1960
2003-10-25,445,356,547
2003-10-25,445,378,389
2003-10-25,445,2741,231
2003-10-25,445,1238,107
2003-10-25,445,8,20
2003-10-25,445,28,23
2003-10-25,445,2217,7
2003-10-25,445,1584,1
1976-11-06,445,1322,242
1976-11-06,445,3387,5907
1976-11-06,445,2813,5760
1976-11-06,445,3602,2524
1976-11-06,445,3335,113
1976-11-06,445,3361,148
1976-11-06,445,3635,760
1976-11-06,445,1816,1832
1976-11-06,445,1521,197
1976-11-06,445,1552,327
1976-11-06,445,3908,317
1976-11-06,445,3646,256
1976-11-06,445,3073,4
1976-11-06,445,3711,2
1979-07-22,447,1849,10494
1979-07-22,447,1009,3403
1979-07-22,447,1599,285
1979-07-22,447,88,1173
1979-07-22,447,142,2219
1979-07-22,447,686,285
1923-06-22,447,342,17644
1923-06-22,447,720,671
1923-06-22,447,711,1
1923-06-22,447,3321,32
1923-06-22,447,1027,20
1923-06-22,447,1622,2
2010-06-11,447,2203,10435
2010-06-11,447,2765,7121
2010-06-11,447,1576,351
2010-06-11,447,30,287
2010-06-11,447,1981,4
2010-06-11,447,1770,2
2010-06-11,447,495,80
2010-06-11,447,3210,48
2010-06-11,447,1716,21
2010-06-11,447,1534,20
2010-06-11,447,1540,1
1992-11-02,447,3085,1
1992-11-02,447,44,10613
1992-11-02,447,2768,3482
1992-11-02,447,1299,2869
1992-11-02,447,2729,559
1992-11-02,447,427,134
1992-11-02,447,4044,526
1992-11-02,447,996,30
1992-11-02,447,3043,81
1992-11-02,447,2524,52
1992-11-02,447,1805,21
1992-11-02,447,1841,1
1992-11-02,447,1909,1
1933-08-19,454,2743,37
1933-08-19,454,3960,13
1933-08-19,454,989,1
1983-10-16,454,3664,25
1983-10-16,454,2315,4
1983-10-16,454,2854,13
1983-10-16,454,1775,8
1983-10-16,454,1979,1
1968-04-22,456,318,2183
1968-04-22,456,2419,40
1968-04-22,456,3606,68
1968-04-22,456,3653,274
1968-04-22,456,1024,33
1968-04-22,456,2165,37
1968-04-22,456,49,7
1968-04-22,456,9,1
2011-05-27,457,3683,5132
2011-05-27,457,48,3328
2011-05-27,457,1347,4219
2011-05-27,457,120,1283
2011-05-27,457,3410,503
2011-05-27,457,98,9
2019-08-21,457,3974,159
2019-08-21,457,0,1084
2019-08-21,457,3927,10990
2019-08-21,457,3688,1099
2019-08-21,457,694,635
2019-08-21,457,1622,301
2019-08-21,457,1280,21
2019-08-21,457,68,103
2019-08-21,457,3408,78
2019-08-21,457,1339,3
2019-08-21,457,3318,1
2021-12-06,463,1613,26
2021-12-06,463,2422,130
2021-12-06,463,3124,242
