num,name,type_p,categorie,unite
2153,Poulet basquaise et son riz basmati (Les Brasseries),sec,23,m3
2154,Poulet basquaise et son riz basmati (Les Brasseries),sec,24,m3
2155,Poulet basquaise et son riz basmati (Les Brasseries),sec,25,m3
2156,Poulet basquaise et son riz basmati (Les Brasseries),sec,26,m3
2157,Poulet basquaise et son riz basmati (Les Brasseries),sec,27,m3
2158,Poulet basquaise et son riz basmati (Les Brasseries),sec,28,m3
2159,Poulet basquaise et son riz basmati (Les Brasseries),sec,29,m3
2160,Poulet basquaise et son riz basmati (Les Brasseries),sec,0,l
2161,Poulet basquaise et son riz basmati (Les Brasseries),sec,1,l
2162,Poulet basquaise et son riz basmati (Les Brasseries),sec,2,l
2163,Poulet basquaise et son riz basmati (Les Brasseries),sec,3,l
2164,Poulet basquaise et son riz basmati (Les Brasseries),sec,4,l
2165,Poulet basquaise et son riz basmati (Les Brasseries),sec,5,l
2166,Poulet basquaise et son riz basmati (Les Brasseries),sec,6,l
2167,Poulet basquaise et son riz basmati (Les Brasseries),sec,7,l
2168,Poulet basquaise et son riz basmati (Les Brasseries),sec,8,l
2169,Poulet basquaise et son riz basmati (Les Brasseries),sec,9,l
2170,Poulet basquaise et son riz basmati (Les Brasseries),sec,10,l
2171,Poulet basquaise et son riz basmati (Les Brasseries),sec,11,l
2172,Poulet basquaise et son riz basmati (Les Brasseries),sec,12,l
2173,Poulet basquaise et son riz basmati (Les Brasseries),sec,13,l
2174,Poulet basquaise et son riz basmati (Les Brasseries),sec,14,l
2175,Poulet basquaise et son riz basmati (Les Brasseries),sec,15,l
2176,Poulet basquaise et son riz basmati (Les Brasseries),sec,16,l
2177,Poulet basquaise et son riz basmati (Les Brasseries),sec,17,l
2178,Poulet basquaise et son riz basmati (Les Brasseries),sec,18,l
2179,Poulet basquaise et son riz basmati (Les Brasseries),sec,19,l
2180,Poulet basquaise et son riz basmati (Les Brasseries),sec,20,l
2181,Poulet basquaise et son riz basmati (Les Brasseries),sec,21,l
2182,Poulet basquaise et son riz basmati (Les Brasseries),sec,22,l
2183,Poulet basquaise et son riz basmati (Les Brasseries),sec,23,l
2184,Poulet basquaise et son riz basmati (Les Brasseries),sec,24,l
2185,Poulet basquaise et son riz basmati (Les Brasseries),sec,25,l
2186,Poulet basquaise et son riz basmati (Les Brasseries),sec,26,l
2187,Poulet basquaise et son riz basmati (Les Brasseries),sec,27,l
2188,Poulet basquaise et son riz basmati (Les Brasseries),sec,28,l
2189,Poulet basquaise et son riz basmati (Les Brasseries),sec,29,l
2190,Poulet basquaise et son riz basmati (Les Brasseries),sec,0,m2
2191,Poulet basquaise et son riz basmati (Les Brasseries),sec,1,m2
2192,Poulet basquaise et son riz basmati (Les Brasseries),sec,2,m2
2193,Poulet basquaise et son riz basmati (Les Brasseries),sec,3,m2
2194,Poulet basquaise et son riz basmati (Les Brasseries),sec,4,m2
2195,Poulet basquaise et son riz basmati (Les Brasseries),sec,5,m2
2196,Poulet basquaise et son riz basmati (Les Brasseries),sec,6,m2
2197,Poulet basquaise et son riz basmati (Les Brasseries),sec,7,m2
2198,Poulet basquaise et son riz basmati (Les Brasseries),sec,8,m2
2199,Poulet basquaise et son riz basmati (Les Brasseries),sec,9,m2
2200,Poulet basquaise et son riz basmati (Les Brasseries),sec,10,m2
2201,Poulet basquaise et son riz basmati (Les Brasseries),sec,11,m2
2202,Poulet basquaise et son riz basmati (Les Brasseries),sec,12,m2
2203,Poulet basquaise et son riz basmati (Les Brasseries),sec,13,m2
2204,Poulet basquaise et son riz basmati (Les Brasseries),sec,14,m2
2205,Poulet basquaise et son riz basmati (Les Brasseries),sec,15,m2
2206,Poulet basquaise et son riz basmati (Les Brasseries),sec,16,m2
2207,Poulet basquaise et son riz basmati (Les Brasseries),sec,17,m2
2208,Poulet basquaise et son riz basmati (Les Brasseries),sec,18,m2
2209,Poulet basquaise et son riz basmati (Les Brasseries),sec,19,m2
2210,Poulet basquaise et son riz basmati (Les Brasseries),sec,20,m2
2211,Poulet basquaise et son riz basmati (Les Brasseries),sec,21,m2
2212,Poulet basquaise et son riz basmati (Les Brasseries),sec,22,m2
2213,Poulet basquaise et son riz basmati (Les Brasseries),sec,23,m2
2214,Poulet basquaise et son riz basmati (Les Brasseries),sec,24,m2
2215,Poulet basquaise et son riz basmati (Les Brasseries),sec,25,m2
2216,Poulet basquaise et son riz basmati (Les Brasseries),sec,26,m2
2217,Poulet basquaise et son riz basmati (Les Brasseries),sec,27,m2
2218,Poulet basquaise et son riz basmati (Les Brasseries),sec,28,m2
2219,Poulet basquaise et son riz basmati (Les Brasseries),sec,29,m2
2220,Poulet basquaise et son riz basmati (Les Brasseries),sec,0,m
2221,Poulet basquaise et son riz basmati (Les Brasseries),sec,1,m
2222,Poulet basquaise et son riz basmati (Les Brasseries),sec,2,m
2223,Poulet basquaise et son riz basmati (Les Brasseries),sec,3,m
2224,Poulet basquaise et son riz basmati (Les Brasseries),sec,4,m
2225,Poulet basquaise et son riz basmati (Les Brasseries),sec,5,m
2226,Poulet basquaise et son riz basmati (Les Brasseries),sec,6,m
2227,Poulet basquaise et son riz basmati (Les Brasseries),sec,7,m
2228,Poulet basquaise et son riz basmati (Les Brasseries),sec,8,m
2229,Poulet basquaise et son riz basmati (Les Brasseries),sec,9,m
2230,Poulet basquaise et son riz basmati (Les Brasseries),sec,10,m
2231,Poulet basquaise et son riz basmati (Les Brasseries),sec,11,m
2232,Poulet basquaise et son riz basmati (Les Brasseries),sec,12,m
2233,Poulet basquaise et son riz basmati (Les Brasseries),sec,13,m
2234,Poulet basquaise et son riz basmati (Les Brasseries),sec,14,m
2235,Poulet basquaise et son riz basmati (Les Brasseries),sec,15,m
2236,Poulet basquaise et son riz basmati (Les Brasseries),sec,16,m
2237,Poulet basquaise et son riz basmati (Les Brasseries),sec,17,m
2238,Poulet basquaise et son riz basmati (Les Brasseries),sec,18,m
2239,Poulet basquaise et son riz basmati (Les Brasseries),sec,19,m
2240,Poulet basquaise et son riz basmati (Les Brasseries),sec,20,m
2241,Poulet basquaise et son riz basmati (Les Brasseries),sec,21,m
2242,Poulet basquaise et son riz basmati (Les Brasseries),sec,22,m
2243,Poulet basquaise et son riz basmati (Les Brasseries),sec,23,m
2244,Poulet basquaise et son riz basmati (Les Brasseries),sec,24,m
2245,Poulet basquaise et son riz basmati (Les Brasseries),sec,25,m
2246,Poulet basquaise et son riz basmati (Les Brasseries),sec,26,m
2247,Poulet basquaise et son riz basmati (Les Brasseries),sec,27,m
2248,Poulet basquaise et son riz basmati (Les Brasseries),sec,28,m
2249,Poulet basquaise et son riz basmati (Les Brasseries),sec,29,m
2250,Poulet basquaise et son riz basmati (Les Brasseries),perissable,0,kg
2251,Poulet basquaise et son riz basmati (Les Brasseries),perissable,1,kg
2252,Poulet basquaise et son riz basmati (Les Brasseries),perissable,2,kg
2253,Poulet basquaise et son riz basmati (Les Brasseries),perissable,3,kg
2254,Poulet basquaise et son riz basmati (Les Brasseries),perissable,4,kg
2255,Poulet basquaise et son riz basmati (Les Brasseries),perissable,5,kg
2256,Poulet basquaise et son riz basmati (Les Brasseries),perissable,6,kg
2257,Poulet basquaise et son riz basmati (Les Brasseries),perissable,7,kg
2258,Poulet basquaise et son riz basmati (Les Brasseries),perissable,8,kg
2259,Poulet basquaise et son riz basmati (Les Brasseries),perissable,9,kg
2260,Poulet basquaise et son riz basmati (Les Brasseries),perissable,10,kg
2261,Poulet basquaise et son riz basmati (Les Brasseries),perissable,11,kg
2262,Poulet basquaise et son riz basmati (Les Brasseries),perissable,12,kg
2263,Poulet basquaise et son riz basmati (Les Brasseries),perissable,13,kg
2264,Poulet basquaise et son riz basmati (Les Brasseries),perissable,14,kg
2265,Poulet basquaise et son riz basmati (Les Brasseries),perissable,15,kg
2266,Poulet basquaise et son riz basmati (Les Brasseries),perissable,16,kg
2267,Poulet basquaise et son riz basmati (Les Brasseries),perissable,17,kg
2268,Poulet basquaise et son riz basmati (Les Brasseries),perissable,18,kg
2269,Poulet basquaise et son riz basmati (Les Brasseries),perissable,19,kg
2270,Poulet basquaise et son riz basmati (Les Brasseries),perissable,20,kg
2271,Poulet basquaise et son riz basmati (Les Brasseries),perissable,21,kg
2272,Poulet basquaise et son riz basmati (Les Brasseries),perissable,22,kg
2273,Poulet basquaise et son riz basmati (Les Brasseries),perissable,23,kg
2274,Poulet basquaise et son riz basmati (Les Brasseries),perissable,24,kg
2275,Poulet basquaise et son riz basmati (Les Brasseries),perissable,25,kg
2276,Poulet basquaise et son riz basmati (Les Brasseries),perissable,26,kg
2277,Poulet basquaise et son riz basmati (Les Brasseries),perissable,27,kg
2278,Poulet basquaise et son riz basmati (Les Brasseries),perissable,28,kg
2279,Poulet basquaise et son riz basmati (Les Brasseries),perissable,29,kg
2280,Poulet basquaise et son riz basmati (Les Brasseries),perissable,0,m3
2281,Poulet basquaise et son riz basmati (Les Brasseries),perissable,1,m3
2282,Poulet basquaise et son riz basmati (Les Brasseries),perissable,2,m3
2283,Poulet basquaise et son riz basmati (Les Brasseries),perissable,3,m3
2284,Poulet basquaise et son riz basmati (Les Brasseries),perissable,4,m3
2285,Poulet basquaise et son riz basmati (Les Brasseries),perissable,5,m3
2286,Poulet basquaise et son riz basmati (Les Brasseries),perissable,6,m3
2287,Poulet basquaise et son riz basmati (Les Brasseries),perissable,7,m3
2288,Poulet basquaise et son riz basmati (Les Brasseries),perissable,8,m3
2289,Poulet basquaise et son riz basmati (Les Brasseries),perissable,9,m3
2290,Poulet basquaise et son riz basmati (Les Brasseries),perissable,10,m3
2291,Poulet basquaise et son riz basmati (Les Brasseries),perissable,11,m3
2292,Poulet basquaise et son riz basmati (Les Brasseries),perissable,12,m3
2293,Poulet basquaise et son riz basmati (Les Brasseries),perissable,13,m3
2294,Poulet basquaise et son riz basmati (Les Brasseries),perissable,14,m3
2295,Poulet basquaise et son riz basmati (Les Brasseries),perissable,15,m3
2296,Poulet basquaise et son riz basmati (Les Brasseries),perissable,16,m3
2297,Poulet basquaise et son riz basmati (Les Brasseries),perissable,17,m3
2298,Poulet basquaise et son riz basmati (Les Brasseries),perissable,18,m3
2299,Poulet basquaise et son riz basmati (Les Brasseries),perissable,19,m3
2300,Poulet basquaise et son riz basmati (Les Brasseries),perissable,20,m3
2301,Poulet basquaise et son riz basmati (Les Brasseries),perissable,21,m3
2302,Poulet basquaise et son riz basmati (Les Brasseries),perissable,22,m3
2303,Poulet basquaise et son riz basmati (Les Brasseries),perissable,23,m3
2304,Poulet basquaise et son riz basmati (Les Brasseries),perissable,24,m3
2305,Poulet basquaise et son riz basmati (Les Brasseries),perissable,25,m3
2306,Poulet basquaise et son riz basmati (Les Brasseries),perissable,26,m3
2307,Poulet basquaise et son riz basmati (Les Brasseries),perissable,27,m3
2308,Poulet basquaise et son riz basmati (Les Brasseries),perissable,28,m3
2309,Poulet basquaise et son riz basmati (Les Brasseries),perissable,29,m3
2310,Poulet basquaise et son riz basmati (Les Brasseries),perissable,0,l
2311,Poulet basquaise et son riz basmati (Les Brasseries),perissable,1,l
2312,Poulet basquaise et son riz basmati (Les Brasseries),perissable,2,l
2313,Poulet basquaise et son riz basmati (Les Brasseries),perissable,3,l
2314,Poulet basquaise et son riz basmati (Les Brasseries),perissable,4,l
2315,Poulet basquaise et son riz basmati (Les Brasseries),perissable,5,l
2316,Poulet basquaise et son riz basmati (Les Brasseries),perissable,6,l
2317,Poulet basquaise et son riz basmati (Les Brasseries),perissable,7,l
2318,Poulet basquaise et son riz basmati (Les Brasseries),perissable,8,l
2319,Poulet basquaise et son riz basmati (Les Brasseries),perissable,9,l
2320,Poulet basquaise et son riz basmati (Les Brasseries),perissable,10,l
2321,Poulet basquaise et son riz basmati (Les Brasseries),perissable,11,l
2322,Poulet basquaise et son riz basmati (Les Brasseries),perissable,12,l
2323,Poulet basquaise et son riz basmati (Les Brasseries),perissable,13,l
2324,Poulet basquaise et son riz basmati (Les Brasseries),perissable,14,l
2325,Poulet basquaise et son riz basmati (Les Brasseries),perissable,15,l
2326,Poulet basquaise et son riz basmati (Les Brasseries),perissable,16,l
2327,Poulet basquaise et son riz basmati (Les Brasseries),perissable,17,l
2328,Poulet basquaise et son riz basmati (Les Brasseries),perissable,18,l
2329,Poulet basquaise et son riz basmati (Les Brasseries),perissable,19,l
2330,Poulet basquaise et son riz basmati (Les Brasseries),perissable,20,l
2331,Poulet basquaise et son riz basmati (Les Brasseries),perissable,21,l
2332,Poulet basquaise et son riz basmati (Les Brasseries),perissable,22,l
2333,Poulet basquaise et son riz basmati (Les Brasseries),perissable,23,l
2334,Poulet basquaise et son riz basmati (Les Brasseries),perissable,24,l
2335,Poulet basquaise et son riz basmati (Les Brasseries),perissable,25,l
2336,Poulet basquaise et son riz basmati (Les Brasseries),perissable,26,l
2337,Poulet basquaise et son riz basmati (Les Brasseries),perissable,27,l
2338,Poulet basquaise et son riz basmati (Les Brasseries),perissable,28,l
2339,Poulet basquaise et son riz basmati (Les Brasseries),perissable,29,l
2340,Poulet basquaise et son riz basmati (Les Brasseries),perissable,0,m2
2341,Poulet basquaise et son riz basmati (Les Brasseries),perissable,1,m2
2342,Poulet basquaise et son riz basmati (Les Brasseries),perissable,2,m2
2343,Poulet basquaise et son riz basmati (Les Brasseries),perissable,3,m2
2344,Poulet basquaise et son riz basmati (Les Brasseries),perissable,4,m2
2345,Poulet basquaise et son riz basmati (Les Brasseries),perissable,5,m2
2346,Poulet basquaise et son riz basmati (Les Brasseries),perissable,6,m2
2347,Poulet basquaise et son riz basmati (Les Brasseries),perissable,7,m2
2348,Poulet basquaise et son riz basmati (Les Brasseries),perissable,8,m2
2349,Poulet basquaise et son riz basmati (Les Brasseries),perissable,9,m2
2350,Poulet basquaise et son riz basmati (Les Brasseries),perissable,10,m2
2351,Poulet basquaise et son riz basmati (Les Brasseries),perissable,11,m2
2352,Poulet basquaise et son riz basmati (Les Brasseries),perissable,12,m2
2353,Poulet basquaise et son riz basmati (Les Brasseries),perissable,13,m2
2354,Poulet basquaise et son riz basmati (Les Brasseries),perissable,14,m2
2355,Poulet basquaise et son riz basmati (Les Brasseries),perissable,15,m2
2356,Poulet basquaise et son riz basmati (Les Brasseries),perissable,16,m2
2357,Poulet basquaise et son riz basmati (Les Brasseries),perissable,17,m2
2358,Poulet basquaise et son riz basmati (Les Brasseries),perissable,18,m2
2359,Poulet basquaise et son riz basmati (Les Brasseries),perissable,19,m2
2360,Poulet basquaise et son riz basmati (Les Brasseries),perissable,20,m2
2361,Poulet basquaise et son riz basmati (Les Brasseries),perissable,21,m2
2362,Poulet basquaise et son riz basmati (Les Brasseries),perissable,22,m2
2363,Poulet basquaise et son riz basmati (Les Brasseries),perissable,23,m2
2364,Poulet basquaise et son riz basmati (Les Brasseries),perissable,24,m2
2365,Poulet basquaise et son riz basmati (Les Brasseries),perissable,25,m2
2366,Poulet basquaise et son riz basmati (Les Brasseries),perissable,26,m2
2367,Poulet basquaise et son riz basmati (Les Brasseries),perissable,27,m2
2368,Poulet basquaise et son riz basmati (Les Brasseries),perissable,28,m2
2369,Poulet basquaise et son riz basmati (Les Brasseries),perissable,29,m2
2370,Poulet basquaise et son riz basmati (Les Brasseries),perissable,0,m
2371,Poulet basquaise et son riz basmati (Les Brasseries),perissable,1,m
2372,Poulet basquaise et son riz basmati (Les Brasseries),perissable,2,m
2373,Poulet basquaise et son riz basmati (Les Brasseries),perissable,3,m
2374,Poulet basquaise et son riz basmati (Les Brasseries),perissable,4,m
2375,Poulet basquaise et son riz basmati (Les Brasseries),perissable,5,m
2376,Poulet basquaise et son riz basmati (Les Brasseries),perissable,6,m
2377,Poulet basquaise et son riz basmati (Les Brasseries),perissable,7,m
2378,Poulet basquaise et son riz basmati (Les Brasseries),perissable,8,m
2379,Poulet basquaise et son riz basmati (Les Brasseries),perissable,9,m
2380,Poulet basquaise et son riz basmati (Les Brasseries),perissable,10,m
2381,Poulet basquaise et son riz basmati (Les Brasseries),perissable,11,m
2382,Poulet basquaise et son riz basmati (Les Brasseries),perissable,12,m
2383,Poulet basquaise et son riz basmati (Les Brasseries),perissable,13,m
2384,Poulet basquaise et son riz basmati (Les Brasseries),perissable,14,m
2385,Poulet basquaise et son riz basmati (Les Brasseries),perissable,15,m
2386,Poulet basquaise et son riz basmati (Les Brasseries),perissable,16,m
2387,Poulet basquaise et son riz basmati (Les Brasseries),perissable,17,m
2388,Poulet basquaise et son riz basmati (Les Brasseries),perissable,18,m
2389,Poulet basquaise et son riz basmati (Les Brasseries),perissable,19,m
2390,Poulet basquaise et son riz basmati (Les Brasseries),perissable,20,m
2391,Poulet basquaise et son riz basmati (Les Brasseries),perissable,21,m
2392,Poulet basquaise et son riz basmati (Les Brasseries),perissable,22,m
2393,Poulet basquaise et son riz basmati (Les Brasseries),perissable,23,m
2394,Poulet basquaise et son riz basmati (Les Brasseries),perissable,24,m
2395,Poulet basquaise et son riz basmati (Les Brasseries),perissable,25,m
2396,Poulet basquaise et son riz basmati (Les Brasseries),perissable,26,m
2397,Poulet basquaise et son riz basmati (Les Brasseries),perissable,27,m
2398,Poulet basquaise et son riz basmati (Les Brasseries),perissable,28,m
2399,Poulet basquaise et son riz basmati (Les Brasseries),perissable,29,m
2400,Saint Albray (33% MG) Format Familial,sec,0,kg
2401,Saint Albray (33% MG) Format Familial,sec,1,kg
2402,Saint Albray (33% MG) Format Familial,sec,2,kg
2403,Saint Albray (33% MG) Format Familial,sec,3,kg
2404,Saint Albray (33% MG) Format Familial,sec,4,kg
2405,Saint Albray (33% MG) Format Familial,sec,5,kg
2406,Saint Albray (33% MG) Format Familial,sec,6,kg
2407,Saint Albray (33% MG) Format Familial,sec,7,kg
2408,Saint Albray (33% MG) Format Familial,sec,8,kg
2409,Saint Albray (33% MG) Format Familial,sec,9,kg
2410,Saint Albray (33% MG) Format Familial,sec,10,kg
2411,Saint Albray (33% MG) Format Familial,sec,11,kg
2412,Saint Albray (33% MG) Format Familial,sec,12,kg
2413,Saint Albray (33% MG) Format Familial,sec,13,kg
2414,Saint Albray (33% MG) Format Familial,sec,14,kg
2415,Saint Albray (33% MG) Format Familial,sec,15,kg
2416,Saint Albray (33% MG) Format Familial,sec,16,kg
2417,Saint Albray (33% MG) Format Familial,sec,17,kg
2418,Saint Albray (33% MG) Format Familial,sec,18,kg
2419,Saint Albray (33% MG) Format Familial,sec,19,kg
2420,Saint Albray (33% MG) Format Familial,sec,20,kg
2421,Saint Albray (33% MG) Format Familial,sec,21,kg
2422,Saint Albray (33% MG) Format Familial,sec,22,kg
2423,Saint Albray (33% MG) Format Familial,sec,23,kg
2424,Saint Albray (33% MG) Format Familial,sec,24,kg
2425,Saint Albray (33% MG) Format Familial,sec,25,kg
2426,Saint Albray (33% MG) Format Familial,sec,26,kg
2427,Saint Albray (33% MG) Format Familial,sec,27,kg
2428,Saint Albray (33% MG) Format Familial,sec,28,kg
2429,Saint Albray (33% MG) Format Familial,sec,29,kg
2430,Saint Albray (33% MG) Format Familial,sec,0,m3
2431,Saint Albray (33% MG) Format Familial,sec,1,m3
2432,Saint Albray (33% MG) Format Familial,sec,2,m3
2433,Saint Albray (33% MG) Format Familial,sec,3,m3
2434,Saint Albray (33% MG) Format Familial,sec,4,m3
2435,Saint Albray (33% MG) Format Familial,sec,5,m3
2436,Saint Albray (33% MG) Format Familial,sec,6,m3
2437,Saint Albray (33% MG) Format Familial,sec,7,m3
2438,Saint Albray (33% MG) Format Familial,sec,8,m3
2439,Saint Albray (33% MG) Format Familial,sec,9,m3
2440,Saint Albray (33% MG) Format Familial,sec,10,m3
2441,Saint Albray (33% MG) Format Familial,sec,11,m3
2442,Saint Albray (33% MG) Format Familial,sec,12,m3
2443,Saint Albray (33% MG) Format Familial,sec,13,m3
2444,Saint Albray (33% MG) Format Familial,sec,14,m3
2445,Saint Albray (33% MG) Format Familial,sec,15,m3
2446,Saint Albray (33% MG) Format Familial,sec,16,m3
2447,Saint Albray (33% MG) Format Familial,sec,17,m3
2448,Saint Albray (33% MG) Format Familial,sec,18,m3
2449,Saint Albray (33% MG) Format Familial,sec,19,m3
2450,Saint Albray (33% MG) Format Familial,sec,20,m3
2451,Saint Albray (33% MG) Format Familial,sec,21,m3
2452,Saint Albray (33% MG) Format Familial,sec,22,m3
2453,Saint Albray (33% MG) Format Familial,sec,23,m3
2454,Saint Albray (33% MG) Format Familial,sec,24,m3
2455,Saint Albray (33% MG) Format Familial,sec,25,m3
2456,Saint Albray (33% MG) Format Familial,sec,26,m3
2457,Saint Albray (33% MG) Format Familial,sec,27,m3
2458,Saint Albray (33% MG) Format Familial,sec,28,m3
2459,Saint Albray (33% MG) Format Familial,sec,29,m3
2460,Saint Albray (33% MG) Format Familial,sec,0,l
2461,Saint Albray (33% MG) Format Familial,sec,1,l
2462,Saint Albray (33% MG) Format Familial,sec,2,l
2463,Saint Albray (33% MG) Format Familial,sec,3,l
2464,Saint Albray (33% MG) Format Familial,sec,4,l
2465,Saint Albray (33% MG) Format Familial,sec,5,l
2466,Saint Albray (33% MG) Format Familial,sec,6,l
2467,Saint Albray (33% MG) Format Familial,sec,7,l
2468,Saint Albray (33% MG) Format Familial,sec,8,l
2469,Saint Albray (33% MG) Format Familial,sec,9,l
2470,Saint Albray (33% MG) Format Familial,sec,10,l
2471,Saint Albray (33% MG) Format Familial,sec,11,l
2472,Saint Albray (33% MG) Format Familial,sec,12,l
2473,Saint Albray (33% MG) Format Familial,sec,13,l
2474,Saint Albray (33% MG) Format Familial,sec,14,l
2475,Saint Albray (33% MG) Format Familial,sec,15,l
2476,Saint Albray (33% MG) Format Familial,sec,16,l
2477,Saint Albray (33% MG) Format Familial,sec,17,l
2478,Saint Albray (33% MG) Format Familial,sec,18,l
2479,Saint Albray (33% MG) Format Familial,sec,19,l
2480,Saint Albray (33% MG) Format Familial,sec,20,l
2481,Saint Albray (33% MG) Format Familial,sec,21,l
2482,Saint Albray (33% MG) Format Familial,sec,22,l
2483,Saint Albray (33% MG) Format Familial,sec,23,l
2484,Saint Albray (33% MG) Format Familial,sec,24,l
2485,Saint Albray (33% MG) Format Familial,sec,25,l
2486,Saint Albray (33% MG) Format Familial,sec,26,l
2487,Saint Albray (33% MG) Format Familial,sec,27,l
2488,Saint Albray (33% MG) Format Familial,sec,28,l
2489,Saint Albray (33% MG) Format Familial,sec,29,l
2490,Saint Albray (33% MG) Format Familial,sec,0,m2
2491,Saint Albray (33% MG) Format Familial,sec,1,m2
2492,Saint Albray (33% MG) Format Familial,sec,2,m2
2493,Saint Albray (33% MG) Format Familial,sec,3,m2
2494,Saint Albray (33% MG) Format Familial,sec,4,m2
2495,Saint Albray (33% MG) Format Familial,sec,5,m2
2496,Saint Albray (33% MG) Format Familial,sec,6,m2
2497,Saint Albray (33% MG) Format Familial,sec,7,m2
2498,Saint Albray (33% MG) Format Familial,sec,8,m2
2499,Saint Albray (33% MG) Format Familial,sec,9,m2
2500,Saint Albray (33% MG) Format Familial,sec,10,m2
2501,Saint Albray (33% MG) Format Familial,sec,11,m2
2502,Saint Albray (33% MG) Format Familial,sec,12,m2
2503,Saint Albray (33% MG) Format Familial,sec,13,m2
2504,Saint Albray (33% MG) Format Familial,sec,14,m2
2505,Saint Albray (33% MG) Format Familial,sec,15,m2
2506,Saint Albray (33% MG) Format Familial,sec,16,m2
2507,Saint Albray (33% MG) Format Familial,sec,17,m2
2508,Saint Albray (33% MG) Format Familial,sec,18,m2
2509,Saint Albray (33% MG) Format Familial,sec,19,m2
2510,Saint Albray (33% MG) Format Familial,sec,20,m2
2511,Saint Albray (33% MG) Format Familial,sec,21,m2
2512,Saint Albray (33% MG) Format Familial,sec,22,m2
2513,Saint Albray (33% MG) Format Familial,sec,23,m2
2514,Saint Albray (33% MG) Format Familial,sec,24,m2
2515,Saint Albray (33% MG) Format Familial,sec,25,m2
2516,Saint Albray (33% MG) Format Familial,sec,26,m2
2517,Saint Albray (33% MG) Format Familial,sec,27,m2
2518,Saint Albray (33% MG) Format Familial,sec,28,m2
2519,Saint Albray (33% MG) Format Familial,sec,29,m2
2520,Saint Albray (33% MG) Format Familial,sec,0,m
2521,Saint Albray (33% MG) Format Familial,sec,1,m
2522,Saint Albray (33% MG) Format Familial,sec,2,m
2523,Saint Albray (33% MG) Format Familial,sec,3,m
2524,Saint Albray (33% MG) Format Familial,sec,4,m
2525,Saint Albray (33% MG) Format Familial,sec,5,m
2526,Saint Albray (33% MG) Format Familial,sec,6,m
2527,Saint Albray (33% MG) Format Familial,sec,7,m
2528,Saint Albray (33% MG) Format Familial,sec,8,m
2529,Saint Albray (33% MG) Format Familial,sec,9,m
2530,Saint Albray (33% MG) Format Familial,sec,10,m
2531,Saint Albray (33% MG) Format Familial,sec,11,m
2532,Saint Albray (33% MG) Format Familial,sec,12,m
2533,Saint Albray (33% MG) Format Familial,sec,13,m
2534,Saint Albray (33% MG) Format Familial,sec,14,m
2535,Saint Albray (33% MG) Format Familial,sec,15,m
2536,Saint Albray (33% MG) Format Familial,sec,16,m
2537,Saint Albray (33% MG) Format Familial,sec,17,m
2538,Saint Albray (33% MG) Format Familial,sec,18,m
2539,Saint Albray (33% MG) Format Familial,sec,19,m
2540,Saint Albray (33% MG) Format Familial,sec,20,m
2541,Saint Albray (33% MG) Format Familial,sec,21,m
2542,Saint Albray (33% MG) Format Familial,sec,22,m
2543,Saint Albray (33% MG) Format Familial,sec,23,m
2544,Saint Albray (33% MG) Format Familial,sec,24,m
2545,Saint Albray (33% MG) Format Familial,sec,25,m
2546,Saint Albray (33% MG) Format Familial,sec,26,m
2547,Saint Albray (33% MG) Format Familial,sec,27,m
2548,Saint Albray (33% MG) Format Familial,sec,28,m
2549,Saint Albray (33% MG) Format Familial,sec,29,m
2550,Saint Albray (33% MG) Format Familial,perissable,0,kg
2551,Saint Albray (33% MG) Format Familial,perissable,1,kg
2552,Saint Albray (33% MG) Format Familial,perissable,2,kg
2553,Saint Albray (33% MG) Format Familial,perissable,3,kg
2554,Saint Albray (33% MG) Format Familial,perissable,4,kg
2555,Saint Albray (33% MG) Format Familial,perissable,5,kg
2556,Saint Albray (33% MG) Format Familial,perissable,6,kg
2557,Saint Albray (33% MG) Format Familial,perissable,7,kg
2558,Saint Albray (33% MG) Format Familial,perissable,8,kg
2559,Saint Albray (33% MG) Format Familial,perissable,9,kg
2560,Saint Albray (33% MG) Format Familial,perissable,10,kg
2561,Saint Albray (33% MG) Format Familial,perissable,11,kg
2562,Saint Albray (33% MG) Format Familial,perissable,12,kg
2563,Saint Albray (33% MG) Format Familial,perissable,13,kg
2564,Saint Albray (33% MG) Format Familial,perissable,14,kg
2565,Saint Albray (33% MG) Format Familial,perissable,15,kg
2566,Saint Albray (33% MG) Format Familial,perissable,16,kg
2567,Saint Albray (33% MG) Format Familial,perissable,17,kg
2568,Saint Albray (33% MG) Format Familial,perissable,18,kg
2569,Saint Albray (33% MG) Format Familial,perissable,19,kg
2570,Saint Albray (33% MG) Format Familial,perissable,20,kg
2571,Saint Albray (33% MG) Format Familial,perissable,21,kg
2572,Saint Albray (33% MG) Format Familial,perissable,22,kg
2573,Saint Albray (33% MG) Format Familial,perissable,23,kg
2574,Saint Albray (33% MG) Format Familial,perissable,24,kg
2575,Saint Albray (33% MG) Format Familial,perissable,25,kg
2576,Saint Albray (33% MG) Format Familial,perissable,26,kg
2577,Saint Albray (33% MG) Format Familial,perissable,27,kg
2578,Saint Albray (33% MG) Format Familial,perissable,28,kg
2579,Saint Albray (33% MG) Format Familial,perissable,29,kg
2580,Saint Albray (33% MG) Format Familial,perissable,0,m3
2581,Saint Albray (33% MG) Format Familial,perissable,1,m3
2582,Saint Albray (33% MG) Format Familial,perissable,2,m3
2583,Saint Albray (33% MG) Format Familial,perissable,3,m3
